id,artist,title,year
03b971dd21a861acec17dd20fb485cb2,Krypteria,Sweet Revenge,2006.0
03ccce11ddd9e5b26651b14734a7ce20,Darude,Rush,2003.0
03cd92bee799ef053554ef0f56d840c1,Actress,Casanova,2010.0
03d2771e6815d36d90e936547699a47b,Racoon,Love You More,2006.0
03d744bd76fb61ef6c856b8704af052e,Death Cab for Cutie,What Sarah Said,
03da7bf4b2e2a243f69bb39073db623d,Beck,Girl,
03e0eb74b8571ffcd363a5c36a113ac0,Arctic Monkeys,Riot Van,2004.0
03e1c30e60ec9263f81d7b5ad0f388bf,Counting Crows,Mrs. Potter's Lullaby,2000.0
03e46f0eb5ddd3fced7d6fec9152e556,Amber Asylum,Riviera,1996.0
03ebe9b10de6974defb6458b9f5e9b89,Ophelia's Dream,Exsolutio,2004.0
03f13a074d7e01d521d6932d809bab70,Incubus,Zee Deveel,2004.0
03fe9c21af9e14d09d14e6dd06725630,All Shall Perish,There Is No Business to Be Done on a Dead Planet,2006.0
